sender_id,message,length_of_message,consulate_location,visa_status,Questions,University_name,VisaInterviewDate
-1001285729190,"Summer
19th April
Hyderabad 
Slot Time : 10:00 am 
Attempt:  4th
Status-APPROVED ✅  

VO was in his 30's 
Univ - TAMU kingsville
Vo : Hello Hello , Good Morning 
Me : Heyy GM , how are you ? 
Vo : I'm good and you ? And place your passport need too scan 
Me : I'm good , there you go 
Vo : Show me your I20 ? (He just checked for like 10 sec ) 
Vo : So you are going to Texas A&M kingsville for Masters in Civil Engineering, right ? 
Me : Yes officer 
VO : So , tell me about your background in your bachelors ? 
Me : Told him just about my major project and softwares used in the project like staadpro , autocad .
VO : Why dint u use 3ds max , Revit  in your project? 
Me : Officer This softwares are used in designing of a building for elevation and interior designing by an architect and I'm a structure student we mostly use auto cad 
t.me/f1interviewreviews
Vo : Fair enough , good 
Vo : How you going too fund yourself ? 
Me : My parents are my sponspor with savings of 30 lakhs and annual income of 20 lakhs 
VO : What does your mother do ? 
Me : She runs a boutique 
Vo : what about ur father ? 
Me : He is having a textile business 
Vo : Do u have a loan ? 
Me : No , my parents savings are enough for my funding 
Place your right hand fingers 
And drop your passport in there 
He gave me 221 (g) and told your visa is 99% approved, don't worry there's some glitch in your application or in my login  by evening I'll update it and 
Good luck ! 
On Wednesday my visa status changed too ISSUED I got my passport on Friday morning!
@f1interviewreviews",1557,hyderabad,approved,"['vo : why dint u use 3ds max , revit  in your project? ', 'vo : how you going too fund yourself ? ', 'vo : what does your mother do ? ', 'vo : what about ur father ? ', 'vo : do u have a loan ? ']",,19th April
-1001285729190,"28th April
Hyderabad (First attempt)
Slot time: 10:30am
Status: APPROVED ✅

University of Texas ,Austin

Me: Good morning officer
VO: Good morning , passport
Me: scanned through glass
VO: Which course are you going to pursue?
Me: MS in ECE at UTA
VO: Why did you choose that University?
Me: This university matches my priorities and also offers specialization in energy systems which is my area of interest .I am especially impressed by the creative research work done by professor on the area of specialization energy systems which I wanted to pursue and he has published many papers on the same area.
VO:  What are your plans after MS?
Me:  I would like to comeback to India and take care of my parents
VO: No , No, I meant what are your actual plans after MS?
ME: Mentioned my interest working for xx  company in india
VO: What are you planning do there?
ME: I will work in R&D dept in that company
VO: Oh common, if the same company offers you a job in California, will you take that?
ME: No officer, I have to take care of my parents so I like to work here in India. 
VO: typing ....
t.me/f1interviewreviews
VO: Show me your i-20
ME: Done
VO: How are you going to fund yourself?
ME: I have savings of xx Lakhs
VO: how do you have that much savings?
ME: mentioned about my sponsors and they have been saving
VO: scan your fingers and drop the passport
ME: Thank you officer. Can I leave.
VO: Yes
@f1interviewreviews",1419,hyderabad,approved,"['vo: which course are you going to pursue?', 'vo: why did you choose that university?', 'vo:  what are your plans after ms?', 'vo: no , no, i meant what are your actual plans after ms?', 'vo: what are you planning do there?', 'vo: oh common, if the same company offers you a job in california, will you take that?', 'vo: how are you going to fund yourself?', 'vo: how do you have that much savings?']",,28th April
-1001285729190,"Consulate : Hyderabad
Date - 30th April
Slot : 10.30 am
In time - 9:30
Out time - 9:45
Status - Approved

VO was an Afro-American lady in her mid 30s

VO - Good morning. Please scan your passport to the bar code reader
t.me/f1interviewreviews
Me - Did.
VO - So, University of Cincinnati?
Me - Yes ma’am
VO - Which course?
Me - Business Analytics
VO - Why did you choose this university?
Me - Told about the curriculum, ranking and professors
VO - How are you planning to pay tuition?
Me - My mother is a working professional. She’s sponsoring for my tuition. I have been working for the past 3.5 years. I have some savings and an approved education loan.
VO - Which organisation?
Me - Capgemini
VO - Designation?
Me - Consultant
VO - Place your left hand fingers on scanner. Congrats, I'm approving your visa. Please drop your passport in the box.
Me - Thank you ma’am. Have a nice day. Stay safe.
VO - You too
@f1interviewreviews",930,hyderabad,approved,"['vo - so, university of cincinnati?', 'vo - which course?', 'vo - why did you choose this university?', 'vo - how are you planning to pay tuition?', 'vo - which organisation?', 'vo - designation?']",University of Cincinnati,
-1001285729190,"Fall intake
30 April 2021
Hyderabad
Slot time : 10
Interview time : 9:00
Status: APPROVED✅

Vo is a young lady in her late 20's

Univ- Cleveland State University

Me: good morning ma'am, how are you?
Vo:oh you're Cleveland!!
Me: yes ma'am I'm going to Cleveland State University.
Vo: why are you going there?
Me: To pursue my master's in Mechanical engineering.
t.me/f1interviewreviews
Vo: why Mechanical engineering?
Me: I've done the same in bachelor's.
Vo: who's your sponsor?
Me: my father and my uncle are my sponsers.
Vo: what do they do?
Me: my father is a state government employee and my uncle is a businessman.
Vo: What's their annual income?
Me: told about their incomes.
Vo: Have you been to the US before?
Me: No ma'am I haven't. This would be my first time.
@f1interviewreviews
Vo: what does your uncle do again?
Me: he's a businessman.
Vo: what kind of business?
Me: he's into fabrics.
Vo: Have you traveled anywhere else these past two years?
Me: No ma'am I haven't.
Vo: Alright. I'm approving your visa.
Me: thank you so much ma'am. You made my day.
Vo: you're welcome.",1086,hyderabad,approved,"[""me: good morning ma'am, how are you?"", 'vo: why are you going there?', 'vo: why mechanical engineering?', ""vo: who's your sponsor?"", 'vo: what do they do?', ""vo: what's their annual income?"", 'vo: have you been to the us before?', 'vo: what does your uncle do again?', 'vo: what kind of business?', 'vo: have you traveled anywhere else these past two years?']",Cleveland State University,30 April 2021
-1001285729190,"April 30th 
Hyderabad
slot time: 10:00
Status : APPROVED ✅

Univ- Oklahoma state university 

Me : Good morning sir
VO : Good morning
VO : scan your passport and show me your i20 through the glass.
Me: Did as said
VO : Tell me about your background in information technology. (I20 course name is information technology)
Me : Said about my work experience 
VO : who is sponsoring you?
Me : I have an education bank loan of xx Lakhs
t.me/f1interviewreviews
VO: Do you have any saving?
Me: yes.. we have about xx lakhs.
VO : what is your education loan secured on??
Me : House property.
VO:what do your parents do?
Me: My father works as a team manager in xx company and mother is a solution architect in xx company
VO:what is their annual income combined?
Me: xx lakhs.
VO : Place your left hand
VO : drop you passport in Dropbox.
Your visa is approved.
Me : Thank you very much sir.
@f1interviewreviews",901,hyderabad,approved,"['vo : who is sponsoring you?', 'vo: do you have any saving?', 'vo : what is your education loan secured on??', 'vo:what do your parents do?', 'vo:what is their annual income combined?']",,April 30th
-1001285729190,"Summer intake
April 29th
Mumbai
slot time: 9:10am
Status: APPROVED✅

Uni: University of Cincinnati
Emergency visa 
VO was an Afro-American lady in her mid-30s.

VO: Pass me your passport and i20
Me: passed
VO: How many universities you applied to and how many admits you got?
Me: I have applied to 7 universities and have received 5 admits
VO: Are you traveling for a master's degree?
Me: Yes ma'am
VO: When did you graduate?
Me: 2018 maam
VO: What did you do in your undergrad?
Me: I completed bachelors of interior design
VO: What did you do after that?
Me: I did an internship with * and then joined * as a junior interior designer and assisted on 3 residential projects. In 2019 I joined a post graduation diploma course in Horticulture and landscape design. In 2020-21 I got my first freelance residential project that I completed by myself.
VO: Ok. Do you work now?
Me: No ma'am I am not working currently.
Vo: Why arent you working now?
Me: Maam I had a project handover to do also I tried looking for places but couldn't find one due to covid.
VO: So who is sponsring your education?
Me: My parents are sponsoring my education
VO: What do your parents do?
Me: My father is a retired naval officer and my mother is a housewife
t.me/f1interviewreviews
Vo: Your dad must be getting pension now
Me: Yes ma'am, he gets ***lacs annually
Vo: What do you plan to do after graduation?
Me: With the exposure ill get during my degree I will be looking to work on international projects. I would like to work with Grant associates--
_vo cuts me_
VO: Grant associates India?
Me: No ma'am Grant associates Singapore, also Lda designs(UK), studio ficus(India) to get experience in working on different environment and to build international connections. Later I wish to open my design studio in India. And lastly being the only child of my parents I would like to stay close to them incase of any emergency.
VO: Do you really want to open your studio?
Me: Yes ma'am, I will definitely love to open it. 
VO: Your visa has been approved you will get the stamped passport on the given address.
Me: Thank you so much maam, have a good day.
@f1interviewreviews",2148,mumbai,approved,"['vo: how many universities you applied to and how many admits you got?', ""vo: are you traveling for a master's degree?"", 'vo: when did you graduate?', 'vo: what did you do in your undergrad?', 'vo: what did you do after that?', 'vo: ok. do you work now?', 'vo: why arent you working now?', 'vo: so who is sponsring your education?', 'vo: what do your parents do?', 'vo: what do you plan to do after graduation?', 'vo: grant associates india?', 'vo: do you really want to open your studio?']",University of Cincinnati,April 29th
-1001285729190,"April 29th 
Hyderabad
slot time: 11:45
Interview time : 9:00
Status : APPROVED ✅

Univ- University of Cincinnati 

Me : Good morning Mam, How are you?
VO : Good morning, I’m good
VO : Show me your passport(for scanning the barcode)
Me : did
VO : I20
Me : showed (had a quick glance)
VO : when and where did you complete your undergraduation?
Me : I have completed my undergraduation in May 2018 from Vignan institute of engineering for women. 
VO: Stream?
Me: Computer science 
VO: What have you been doing since then
Me :I have been working for Capgemini from past 3 years.
VO : Tell me about your work?
Me : Currently I’m working for *** client, I design websites which improves efficiency of workflow of multiple users at different levels of organisation.(interrupted)
VO: what is your role?
Me: I participate in requirement analysis and collaborate with my internal team to..(interrupted)
VO : Software developer?
Me : yes, software developer
t.me/f1interviewreviews
VO : who is sponsoring?
Me : My father
VO : what does he do?
Me : He is a central government employee. He is working as senior foreman in Visakhapatnam steel plant. 
VO: Annual income?
Me : 15 lakh per annum.
VO: What does he do for VSP?
Me: He is into Mechanical department. He looks into machinery issues.
VO: How are you going to pay your tuition fee?
Me: My father has 17 lakhs in savings account and 40 lakhs in PF account.
VO : Do you have loan?
Me :yes
VO: Amount?
Me: 25 lakhs
VO : Place your left hand four fingers.
and drop you passport in Dropbox.
Your visa is issued
Me : Thank you Mam.
VO : Welcome
Me : Stay safe
VO : you too.
@f1interviewreviews",1631,hyderabad,approved,"['me : good morning mam, how are you?', 'vo : when and where did you complete your undergraduation?', 'vo: stream?', 'vo: what have you been doing since then', 'vo : tell me about your work?', 'vo: what is your role?', 'vo : software developer?', 'vo : who is sponsoring?', 'vo : what does he do?', 'vo: annual income?', 'vo: what does he do for vsp?', 'vo: how are you going to pay your tuition fee?', 'vo : do you have loan?', 'vo: amount?']",University of Cincinnati,April 29th
-1001285729190,"April 29th 
Hyderabad
slot time: 10:00
Status : APPROVED ✅

Univ- UTD

Me : Good morning sir
VO : Good morning
VO : Did u travelled to the US ?
Me : No sir 
VO : Say about your undergraduation?
Me : I have completed my under graduation in May last year  in computer science specialisation in networks and security 
VO: Tell me more about it technical wise
Me: said about how the networking between the computers work 
VO : who is sponsoring you?
Me : My father and mother both are sponsoring me
VO: what does your mother do?
Me: She is into business and have have houses on her which are given for rents
VO:what does your father do?
Me: He is also into business both are into same business 
VO:what business?
Me: sir they are into xxxx
t.me/f1interviewreviews
VO: There Annual income?
Me : My parents earns xx lakhs per annum.
VO: any savings?
Me: My father has xx lakhs savings and I have an secured loan of xx lakhs from union bank of india
VO : secured loan based on?
Me : property sir my house 
VO : is it on your name
Me : No sir it is on my fathers name
VO : Place your left hand
VO : drop you passport in Dropbox.
Your visa is approved.
Me : Thank you very much sir.
@f1interviewreviews",1193,hyderabad,approved,"['vo : did u travelled to the us ?', 'vo : say about your undergraduation?', 'vo : who is sponsoring you?', 'vo: what does your mother do?', 'vo:what does your father do?', 'vo:what business?', 'vo: there annual income?', 'vo: any savings?', 'vo : secured loan based on?']",,April 29th
-1001285729190,"April 27th 
Hyderabad
slot time: 10:30
Status : APPROVED ✅

Univ- UMKC

Me : Good morning sir
VO : Good morning
VO : Did u travelled to the US ?
Me : No sir I did not travelled
VO : Say about your undergraduation?
Me : I have completed my graduation in September 2020 in Mahatma Gandhi institute of technology.
VO: Stream?
Me: In electronics and communication engineering, I chose ECE because it involves both software and hardware applications.
t.me/f1interviewreviews
VO: I see that your working in Amazon right?
Me : Yes sir, I joined the company in March 1st 2021 just for experience.
VO : who is sponsoring you?
Me : My father is sponsoring me
VO: what does he do?
Me: He works as sales executive in coca-cola company.
VO: Annual income?
Me : My father earns 13.7 lakh per annum.
VO: savings?
Me: My father has 10 lakhs savings and I have an secured loan of 35 lakhs.
VO : secured loan based on?
Me : property
VO : Place your left and right hand.
and drop you passport in Dropbox.
Your visa is approved.
Me : Thank you very much sir.
@f1interviewreviews",1058,hyderabad,approved,"['vo : did u travelled to the us ?', 'vo : say about your undergraduation?', 'vo: stream?', 'vo: i see that your working in amazon right?', 'vo : who is sponsoring you?', 'vo: what does he do?', 'vo: annual income?', 'vo: savings?', 'vo : secured loan based on?']",,April 27th
-1001285729190,"April 27th 
Hyderabad 
Time: 10:15
Status - APPROVED ✅

VO had a strong built aged around 30 years
He was looking straight into eyes with a very serious look which would make the applicant nervous 
University:UMKC 

VO: come forward 
Me: good morning sir
VO: good morning 
Me: how are you?
VO: looking the screen Im good and you
Me: I’m doing great sir. (VO still looking at the screen)
VO:so you are going for master’s?
Me: Yes sir
Vo: which university?
Me: university of missouri kansas city
VO: what are you studying there?
Me: I’m going to do masters in computer science with specialization of software engineering and system emphasis
VO: why did you choose this university?
Me: UMKC is offering subjects like computer vision and python as electives. My major project was based on computer vision and this university provides a massive scope of research in that field.I want to be under guidance of professor zui lui who is currently doing a research as well as teaching those subjects. That is the main reason why i want to be a part of umkc
Vo: When did you graduate?
Me: 2020 in September sir

Vo: why masters?
Me: while i was working on my major project i found few knowledge gaps. I want to be in par with current technology and work as full stack developer. Also people with master’s degree in india are given a better opportunities. These are the reasons why i want to get a masters degree
t.me/f1interviewreviews
Vo: what is computer vision?
Me: computer vision (explained with example)
VO: who is funding you?
ME: i have a scholarship which covers 40% of my tution fee. And apart from that my parents are sponsoring. My father works as he earns xx lakhs... and my mother works as ... she earn xx lakhs per annum. We have fixed deposits from 21 years of x crore and immovable ancestral assets worth x crores
VO: what are your plans for future.
Me: I’m currently working at accenture if i get visa today i will go home and apply for sabbatical leave and after doing master’s I’ll come back to india and work as full stack developer at accenture in a position of senior program analyst.
VO: place your right hand. Drop your passport. Your visa has been approved 
Me: thank you so much . Have a nice day.
@f1interviewreviews",2233,hyderabad,approved,"['me: how are you?', 'vo:so you are going for master’s?', 'vo: which university?', 'vo: what are you studying there?', 'vo: why did you choose this university?', 'vo: when did you graduate?', 'vo: why masters?', 'vo: what is computer vision?', 'vo: who is funding you?', 'vo: what are your plans for future.']",university of missouri kansas city,April 27th
-1001285729190,"In the light of the current pandemic situation, U.S. embassies in India have cancelled their current appointments till the middle of May, and people are unable to find replacement slots until February of next year in some cases.

The vast majority of the people are having a hard time finding slots for their visa interview in time before the start of their classes, and additional interview slots are required to accommodate the people waiting in line. We have worked hard for our admissions and spent a good amount of money and time in the admission process. Many of us deferred our admissions last year, and we are now facing the same problems again this year, even after a long wait.

The uncertainty in the availability of slots is causing extra travel here and there across India and even after going through all this, most of the people are receiving emails from the embassy saying that they are unable to honour our applications, for employees this is becoming another major issue. Apart from this most of the IT companies in India expect at least 45 days of notice period before resignation. Without having done with visa we are not sure about when to start the resignation process and unclear when to relieve and what date should we take the flights. Doing shopping by following all the lockdown restrictions is almost something new. Because of the pandemic situation flight tickets, prices are skyrocketing, countries are imposing travel bans, new restrictions are being added up now and then and some times the flights themselves are being cancelled.

It will be a great help to us if you ask the concerned authorities to find some solutions like conducting the ""ONLINE INTERVIEW"" , “INTERVIEW WAIVER” or Allowing applicants with negative test report instead of cancelling appointments.",1798,NA,NA,[],,
-1001285729190,"⚠️⚠️⚠️
Mail the below information to your respective Universities...So that they can know what's the situation is. Some universities already reported to the higher authorities by sending this information already.
So mail them today and lets hope a next initiative by them.
👇

__Copy paste and send__ to university graduate emails",329,NA,NA,[],,
-1001285729190,"27th April
Hyderabad
Slot time:10:30 am
Status - APPROVED ✅

Me: good morning mam
VO: hi show you passport and DS160
ME : I have shown my passport and ds-120
Vo : why USA?
ME: to pursue masters in computer science at University of Missouri Kansas City.
t.me/f1interviewreviews
Vo : why umkc? 
Me: explain about course curriculum and research areas.
Vo: who is sponsoring education?
Me: my father is sponsoring my education. He is having rupees xx in his savings account ( vo interrupted)
Vo: place your right hand finger on the scanner. Your visa is approved.
Me : Thank you.
@f1interviewreviews",595,hyderabad,approved,"['vo : why usa?', 'vo : why umkc? ', 'vo: who is sponsoring education?']",University of Missouri Kansas City,27th April
-1001285729190,"27th April
Hyderabad
Slot time: 10 am
In time - 8:20
Out time - 8:45
Status - APPROVED ✅

VO was an American guy, around 45-50
Univ of Cincinnati

VO - Good morning. Please scan your passport to the bar code reader
Me - Did.
VO - Show me your i20 - he glanced over it quickly

VO - So you've a B1 visa already?
Me - Yes sir.
VO - And you never traveled to US before on B1/B2?
Me - No sir, had to cancel my trip.
VO - Where arw you going and for which course?
Me - I'm going to US for MS in Business Analytics at university of Cincinnati
VO - Which school you studied your bachelors and in which subject?
Me - 
VO - when did you graduate?
Me - 2018
VO - And what have you been doing since then?
Me - Working in Analytics industry for past 3 years
VO - So why masters now?
Me - Told how this program will help me to elevate my profile and reach next stage in my career
VO - How are you funding your studies?
Me - Told about Parents savings, my personal savings, scholarship from the university and approved education loan.
VO - so what does your parents do?
Me - xxxx
VO then asked a few questions about my parents salary, job profile and duties.
t.me/f1interviewreviews
VO - What do you plan to do after completing your studies?
Me - Mentioned about the booming analytics industry in India and how some startups are doing some amazing work.
VO - Tell me about a few startups and what do they do?
Me - 

VO - Place right hand fingers on scanner.
Done.
VO - Congrats, I'm approving your visa. Please drop your passport in the box and pickup a white slip.
@f1interviewreviews",1571,hyderabad,approved,"[""vo - so you've a b1 visa already?"", 'vo - and you never traveled to us before on b1/b2?', 'vo - where arw you going and for which course?', 'vo - which school you studied your bachelors and in which subject?', 'vo - when did you graduate?', 'vo - and what have you been doing since then?', 'vo - so why masters now?', 'vo - how are you funding your studies?', 'vo - so what does your parents do?', 'vo - what do you plan to do after completing your studies?', 'vo - tell me about a few startups and what do they do?']",university of Cincinnati,27th April
-1001285729190,"⚠️ F1- Interview updates

•Mumbai - closed until further Notice
•Delhi - Closed till May 9th
•Chennai- Closed Till May 15th
•Hyderabad- Closed from May 3rd to May 13th
•Kolkata will announce soon.

Stay tuned to @f1interviewreviews for more updates",248,hyderabad,NA,[],,May 9th
-1001285729190,"22nd April (1st attempt)
Hyderabad
Status: REJECTED ❌

Counter 16

Me: Good morning mam
Vo: good morning, come forward
Show me ur i20 through glass
Me: sure mam 
t.me/f1interviewreviews
Vo: wright State University right?
Me: yes mam
Vo: When did you graduate?
Me: I have graduated in June 2020, from lovely professional University
Vo: Do you have any work experience?
Me: Yes mam, I have 12 months experience as an intern and 3 months as a full time employee in xxxx company mam.

Vo: sry, this time u are not eligible for American visa under 214b 
Me: can I reapply mam?
Vo: yes, you can
Me: Just a small question mam, can u plz tell me where the problem is, like it's my university choice or is there any fault in me that I have to correct?
Vo: U don't have enough experience....
Me: ok mam, Thank you.
@f1interviewreviews",824,hyderabad,rejected,"['vo: wright state university right?', 'vo: when did you graduate?', 'vo: do you have any work experience?', 'me: can i reapply mam?', ""me: just a small question mam, can u plz tell me where the problem is, like it's my university choice or is there any fault in me that i have to correct?""]",State University,22nd April (1st
-1001285729190,"Fall 
Hyderabad
Slot time : 11:00
Status-APPROVED ✅

Univ - Univ of South Florida
Counter no 27
VO is an asian

We greeted each other. 
VO: Please pass me your passport and i20
Me : Sure
VO:Why US?
Me:United states is land of excellence.Its every one's dream to persue masters in United states becuase of its practical way of learning.In us we can get matured outlook over trendy technologies because they are in application phase
(Interuupted by Vo)
Vo:What is specialization?
Me:Master's in Electrical Engineering
Vo:Why Usf?
I have choosen usf based on many factors.Usf always ranks top-50 public technological universities. it is is largest patent holder of florida state.many companies like tesla,3M,boeing are quite associated with electrical engineering department and great scale of research is gng on in association of students.I am quite attracted to the works of professor dr.morris chang who has done grt research on WIMax.Dr.Yilmaz who published several articles about cyber security awareness,threats and threat detection.usf has large number of student clubs and grps which not only impart technical knowledge but also life skilss which make me a complete industry ready individual
Vo:What is networking?
Me:Gave answer
Vo:Why us why not in india as you have same degree here?
Me:said about the tremendous development in field of networking and in india there is no such ciriculum to support embodiment of Al and basic subjects of EE
VO:how you gonna plan expenses?
Me:said funds,loan,cash equivalents
t.me/f1interviewreviews
Vo:what are the technologies used in networking?
Me:wire shank,solar winds,cisco packet tracer
Vo:what is plan after masters?
Me:i shall be completing my cpt and opts,shall be getting back to india ,taking care of my ancestral business,properties and start investing in my long term goal of establishing networking firm and datacenters
Vo:give me loan statement?
Me:gave
Vo:why shifting after having 2 years experience in IT?
Me:to fulfill my goal i should pocess indept knowledge about networking so i have opted this way to benefit my future.
Vo:Give me last 6 months bank statement
Me:gave
Vo:place your left fingers on scanner drop passport in the box
Me:dropped
The golden words visa approved.
@f1interviewreviews",2259,hyderabad,approved,"['vo:why us?', 'vo:what is specialization?', 'vo:why usf?', 'vo:what is networking?', 'vo:why us why not in india as you have same degree here?', 'vo:how you gonna plan expenses?', 'vo:what are the technologies used in networking?', 'vo:what is plan after masters?', 'vo:give me loan statement?', 'vo:why shifting after having 2 years experience in it?']",,
-1001285729190,"14th April
Delhi (First attempt)
Slot time: 09:10am
Status: APPROVED✅ 

Univ- University of New haven 
Officer : around 35 yrs officer 
Counter : 6 

Me: Good morning officer
VO: Good morning 
Me:  I passed  my  I20, passport without asking him 
t.me/f1interviewreviews
VO: Have you been working?
Me: Yes sir. I am working as a engineer in xxx company 

VO: Please tell me your University research topics?
Me:  They are doing a grate researches in my field like xxxx. And also I explained one of professor in my field. 
VO: how you pay this much amount? 
Me:   My parents are my sponsorers for my education. They have savings amount of xxx lacks and I secured loan for the amount of xxx lacks and also I got 20% scholarship.  All this amount is sufficient for my master.

VO: put your left hand fingers on the scanner 
VO:  I am approving tour visa
Me: Thank you.Thank you so much officer
@f1interviewreviews",908,delhi,approved,"['vo: have you been working?', 'vo: please tell me your university research topics?', 'vo: how you pay this much amount? ']",University of New,14th April
-1001285729190,"Fall 
Hyderabad
Slot time : 8:30
Status-APPROVED ✅

Univ - Texas , Austin
Counter no 27
VO is an asian in her early 30's
(Around 6 counters were opened)

We greeted each other. 
VO: Please pass me your passport and i20
Me : Sure
VO : Why do you want to go to UT Austin ?
Me : Told because of its ranking in MSBA, Course cirriculum, Research faculty and cultural diveristy of class profile. 
VO : When did you complete your bachelors?
Me : I'v completed my bachelors in 2013 from xxx university with 88% of marks
VO : What have been doing since then ?
Me : Started my career as xxx role in tcs and been promoted 4 times since then. Im now a project manager responsible for abc,xyz. My roles also include xyz,abc
t.me/f1interviewreviews
VO : Since you already have good experience why do you want to pursue masters now ?
Me : Although I have good experience, i donot have hands on experience on analytics tools used by organizations and hence felt the need to upgrade by skills
VO : Who is sponsoring your education ?
Me : I have personal savings of xxx lakhs. My husband is supporting my masters with his savings of yyy lakhs in the form of shares. Apart from that i also have an educational loan from sbi 
VO : Please place your left hand four fingers on the scanner. Your visa is approved
Me : Thanks alot. Have a nice day. Takecare and stay safe 
VO : You too. Stay safe !
@f1interviewreviews",1394,hyderabad,approved,"['vo : why do you want to go to ut austin ?', 'vo : when did you complete your bachelors?', 'vo : what have been doing since then ?', 'vo : since you already have good experience why do you want to pursue masters now ?', 'vo : who is sponsoring your education ?']",,
-1001285729190,"23rd April
FALL 2021
Hyderabad 
Slot Time - 10:15
Status-APPROVED ✅

Univ- Clemson university 
VO was in early 30’s 
Course- ECE

ME- good morning Mam 
VO- am good how are you? , pass me your passport and show your i20 
ME- gave my passport, showed my i20.
VO- where did you complete your undergrad?
ME- I’ve completed my undergrad from XXX college , in the stream of ECE
t.me/f1interviewreviews
VO: why did you choose masters now?
ME: I told her without stopping(she told me to stop and was saying don’t tell me the scripted version tell me the truth) told her my company is giving me a work hold of 2.5 years which I will complete my masters and come back to India and continue my carrier in India
VO- why this university?
ME- told about the rankings and named few professors and their research and combined with my interest area.
VO- okay , Who is sponsoring you?
Me- my parents are sponsoring me I have savings of xxx lakhs my father is in the liquor business we have two liquor stores in Hyderabad and , my mother worked as a professor for 20years now she’s looking after our rental income  , their annual income is xxx lakhs and we have rental and agricultural income of xxx lakhs , and immovable assets of xxx crores.
VO - great , place your left hand fingers and you’re VISA had been issued , drop your passport in the wooden box have a nice day 
Me- thank you so much mam.have a great day
@f1interviewreviews",1417,hyderabad,approved,"['vo- where did you complete your undergrad?', 'vo: why did you choose masters now?', 'vo- why this university?', 'vo- okay , who is sponsoring you?']",,23rd April
-1001285729190,"Fall 
23rd April
Chennai
Status: APPROVED ✅

Counter:21
Univ-North Carolina State University

VO: pass me your passport
Me: passed
VO: pass me your F1 document
Me: passed my i20
VO: Are you going to pursue bachelors or masters?
Me: i am going to pursue my masters
VO: Which university?
Me: North Carolina state university
*VO types for 1 minute*
t.me/f1interviewreviews
VO: what is your major?
Me: ma'am Computer Science,Data science track
VO: What about your bachelors?
Me: I am pursuing my bachelors in Computer science from xxx university
VO: tell me about your funding?
Me: told
VO: can you show me your loan letter?
ME:Yes,sure mam

VO: great, your visa is approved 
(Passes me the green slip)

Me: thank you so much ma'am, you made my day
@f1interviewreviews",764,chennai,approved,"['vo: are you going to pursue bachelors or masters?', 'vo: which university?', 'vo: what is your major?', 'vo: what about your bachelors?', 'vo: tell me about your funding?', 'vo: can you show me your loan letter?']",,
-1001285729190,"23 April
Chennai (first attempt)
Status: APPROVED ✅

Univ -University of California San Diego

VO: Asked for passport, i20
VO: Asked why this University
Me: Told that I am pursuing my MS in Electronics and Computer Engineering and right from my college days I have worked in the field of computer vision, robotics so I think I will be a good fit here
VO: Asked ""Why"" again
Me: Mentioned about the professor heading the robotics laboratory there and working under his guidance would hone my skills
VO: What's your dream job?
Me: To work as an engineer in a driverless car company like Mercedes
VO: When did you graduate?
Me: Last year
t.me/f1interviewreviews
VO: What have you been doing for the past one year?
Me: Working remotely as a research assistant at IIITH
VO: Have you taken an education loan?
Me : No
VO: What do your parents do?
Me : Mentioned their designations
VO: What's your parent's combined annual income?
Me: Told about bank balance
VO: Do you know about their annual income?
Me: Not sure 
VO asked me to place my fingers on the finger print machine
VO: Your Visa has been approved
@f1interviewreviews",1118,chennai,approved,"[""vo: what's your dream job?"", 'vo: when did you graduate?', 'vo: what have you been doing for the past one year?', 'vo: have you taken an education loan?', 'vo: what do your parents do?', ""vo: what's your parent's combined annual income?"", 'vo: do you know about their annual income?']",,23 April
-1001285729190,"Fall 
23rd April
Chennai
Status: APPROVED ✅

Counter:23
Univ- University of Southern California

VO: pass me your passport
Me: passed
VO: pass me your F1 document
Me: passed my i20
VO: so University of Southern California is it?
Me: Yes ma'am
VO: for master's in computer science?
Me: Yes ma'am
*VO types for 1 minute*
VO: so what courses are you planning to take?
Me: ma'am data science, machine learning, computer vision along with computer systems and operating system
VO: computer vision is it?
Me: Yes ma'am, since this subject  acts as a foundation for AI
t.me/f1interviewreviews
VO: so your i20 shows family as funding, so what do they do?
Me: ma'am my father is a central government employee and works as a xxx at yyy and my mother is a doctor and she works as xxx at yyy.. their combined annual income is yyy

VO: great, your visa is approved 
(Passes me the green slip)

Me: thank you so much ma'am, you made my day

VO: you've worked hard, you deserve it
@f1interviewreviews",985,chennai,approved,"['vo: so university of southern california is it?', ""vo: for master's in computer science?"", 'vo: so what courses are you planning to take?', 'vo: computer vision is it?', 'vo: so your i20 shows family as funding, so what do they do?']",University of Southern California,
-1001285729190,"fall
19 April
Hyderabad(1st attempt)
Slot time: 11:45
Status-APPROVED ✅  

Univ- Wichita state university

Me: Good Morning
VO: Show me your Passport and I20
Me.: Okay
t.me/f1interviewreviews
VO: Explain your project your working currently
Me: Worked for client *
VO: Who is sponsoring you
Me: My parent are sponsoring me told all the financials and education loan
VO: typeing for 2min
VO: slide passport in a box and your visa is approved  
Me: thank you ...
@f1interviewreviews",479,hyderabad,approved,['vo: who is sponsoring you'],,19 April
